tender_id,department,estimated_cost,participating_bidders,bid_amounts,winning_bidder,winning_bid,tender_date,location
T00112,Transport,928400,"United Solutions PVT LTD,Royal Infrastructure LTD,Global Infrastructure Corp,Crown Projects Corp,Royal Services Inc","631138,1104353,982469,708797,1043737",United Solutions PVT LTD,631138.7674846378,2025-10-26 13:17:22.872395,Northeast
T00113,Transport,1457834,"Crown Engineering Inc,United Constructions Inc,Global Services Ltd,Elite Solutions PVT LTD,Best Projects Inc,Global Projects Ltd","1471607,1861878,1271586,1316504,886946,1752279",Best Projects Inc,886946.5628441194,2025-02-07 13:17:22.872395,Northwest
T00114,Health,800631,"United Projects PVT LTD,Royal Solutions Inc,Global Services Ltd,Crown Projects Corp,Crown Engineering Inc,Tech Solutions PVT LTD,United Solutions PVT LTD,Prime Engineering Inc","571941,563225,672413,938358,753951,681599,654699,648860",Royal Solutions Inc,563225.6610609953,2025-03-31 13:17:22.872395,Northwest
T00115,Health,27497,"Global Projects PVT LTD,Elite Infrastructure PVT LTD,Royal Infrastructure LTD,Crown Solutions Corp,Global Solutions PVT LTD,United Constructions Inc","21597,26600,23311,43642,24077,34726",Global Projects PVT LTD,21597.935717379627,2024-04-10 13:17:22.872395,Central
T00116,Water Supply,5688892,"Prime Constructions LTD,United Solutions PVT LTD,Elite Services Inc,Crown Projects Corp,Prime Solutions Ltd","5129502,5046680,6357218,5022568,5151673",Crown Projects Corp,7424668.814517793,2024-03-19 13:17:22.872395,South
T00117,Transport,388555,"Prime Constructions LTD,Global Engineering Inc,Global Projects PVT LTD,Best Projects PVT LTD,Global Infrastructure Corp","360594,307268,455600,479210,416196",Global Engineering Inc,307268.10987345665,2025-02-13 13:17:22.872395,Northeast
T00118,Education,284228,"Prime Engineering Inc,Global Infrastructure Corp,Royal Solutions Inc,Tech Projects LTD,Elite Services Inc,Best Projects Inc,United Projects Corp","455434,342867,240267,293746,264348,319429,316865",Royal Solutions Inc,240267.93999563155,2025-03-28 13:17:22.872395,Northeast
T00119,Education,2540262,"Global Engineering Inc,Best Projects Corp,Elite Infrastructure PVT LTD,United Projects Corp,Prime Engineering PVT LTD,Royal Infrastructure LTD,Crown Solutions LTD","2510597,2504912,2528253,2516799,2495916,2502920,2526231",Prime Engineering PVT LTD,2495916.527815701,2026-02-02 13:17:22.872395,South
T00120,Education,2700,"Global Services Ltd,Best Services Ltd","2268,3518",Global Services Ltd,2268.7003275116044,2026-02-12 13:17:22.872395,North
T00121,Education,91549,"United Solutions PVT LTD,Best Projects Inc,Global Solutions PVT LTD,United Projects PVT LTD,Global Projects Ltd","96050,97318,110329,99604,99285",United Solutions PVT LTD,96050.96111860724,2024-12-29 13:17:22.872395,East
T00122,Housing,1461353,"Crown Engineering Ltd,Global Engineering Inc,Tech Projects LTD","1787944,1985161,1283414",Tech Projects LTD,1283414.9486184756,2026-01-31 13:17:22.872395,South
T00123,Transport,1028083,"Prime Engineering Inc,Global Services Inc,United Solutions PVT LTD","954689,870214,895644",Global Services Inc,870214.1968310184,2025-03-30 13:17:22.872395,Northeast
T00124,Energy,1050520,"United Constructions Inc,Prime Solutions Ltd,Tech Solutions PVT LTD,Crown Constructions Ltd","1050520,1050520,1050520,1050520,1050520",Crown Constructions Ltd,779897.0678861255,2024-10-27 13:17:22.872395,Northeast
T00125,Education,518827,"Crown Solutions LTD,Elite Services Inc,Royal Infrastructure LTD,Royal Services Inc,Global Services Inc,Prime Projects Inc","528245,699661,541474,547239,478805,577769",Global Services Inc,478805.5393240113,2025-06-23 13:17:22.872395,Northeast
T00126,Energy,537290,"United Constructions Inc,Prime Projects Inc,Elite Solutions PVT LTD,Crown Engineering Inc","556488,583031,517631,495518",Crown Engineering Inc,495518.5655206713,2025-12-18 13:17:22.872395,Northeast
T00127,PWD,290084,"Global Projects Ltd,Royal Services Inc,Global Constructions Inc,Prime Engineering PVT LTD,Elite Infrastructure Corp","300395,263523,297594,312183,261127",Elite Infrastructure Corp,261127.67363904757,2025-07-11 13:17:22.872395,South
T00128,Energy,410776,"Global Projects Ltd,Best Projects PVT LTD","273417,292320",Global Projects Ltd,273417.5204004588,2026-01-07 13:17:22.872395,East
T00129,Transport,271746,"Global Constructions Inc,Global Solutions Corp,Global Engineering Corp,Royal Services Inc,United Projects Corp","212489,262255,309387,331069,340099",Global Constructions Inc,212489.7880200732,2024-04-23 13:17:22.872395,Northeast
T00130,Transport,3570367,"Elite Services Ltd,Tech Solutions PVT LTD,Best Projects PVT LTD,Global Infrastructure Inc,United Projects Corp,Elite Infrastructure PVT LTD,Crown Solutions Corp","3415028,2838502,3489471,4052451,2793279,4976345,4272700",United Projects Corp,2793279.7287147143,2024-09-14 13:17:22.872395,East
T00131,PWD,366778,"Royal Infrastructure LTD,Royal Solutions Inc,Global Services Inc,Global Infrastructure PVT LTD,Global Infrastructure Inc,Global Engineering Inc,Global Constructions Inc,Global Services Ltd","372262,350330,443570,342462,405798,364662,387102,350284",Global Infrastructure PVT LTD,342462.30550753645,2025-12-25 13:17:22.872395,East
T00132,Health,1445457,"Global Infrastructure Corp,Global Infrastructure PVT LTD,Global Solutions PVT LTD","1670183,1196680,1541991",Global Infrastructure PVT LTD,1196680.8654389104,2025-05-03 13:17:22.872395,South
T00133,Education,3256508,"Prime Solutions Ltd,Crown Projects Corp,Global Constructions Inc","3592816,3510122,2798757",Best Projects PVT LTD,2798757.4539656467,2025-07-30 13:17:22.872395,Northwest
T00134,Housing,65183,"Elite Services Inc,United Solutions PVT LTD,Global Solutions Corp,Best Projects PVT LTD,Elite Services Ltd","65413,66108,65468,65658,65075",Elite Services Ltd,76048.07084730967,2025-02-13 13:17:22.872395,North
T00135,Energy,311207,"Tech Infrastructure LTD,Global Infrastructure PVT LTD,Global Engineering Inc,Global Constructions LTD,Crown Constructions Ltd,Prime Solutions Ltd,Global Infrastructure Corp,Best Projects Ltd","304515,310957,312452,308613,313634,315689,314690,305476",Tech Infrastructure LTD,304515.64844173106,2026-01-23 13:17:22.872395,Northwest
T00136,Education,117230,"Best Projects PVT LTD,Prime Solutions Ltd,Global Services Inc,Crown Engineering Inc,United Projects Corp,Global Infrastructure PVT LTD,Elite Infrastructure PVT LTD","116116,117145,92987,158351,139715,112162,117862",Global Services Inc,92987.48174913767,2025-06-12 13:17:22.872395,Northeast
T00137,Health,683469,"Tech Projects LTD,Tech Infrastructure LTD","663050,670707",Tech Projects LTD,663050.6276093215,2026-01-24 13:17:22.872395,West
T00138,Transport,23382,"Elite Services Inc,United Projects Corp,United Constructions Inc,Prime Projects Inc,Prime Constructions LTD,United Projects PVT LTD,Best Projects Ltd","22899,23038,23445,23559,23663,23101,23071",Elite Services Inc,22899.972008829143,2025-02-02 13:17:22.872395,South
T00139,PWD,755873,"Prime Engineering Inc,Best Projects Ltd,Elite Infrastructure PVT LTD,Best Projects Inc","781776,789496,792143,794697",Best Projects PVT LTD,781776.6007164281,2024-07-25 13:17:22.872395,North
T00140,Health,150926,"Global Infrastructure PVT LTD,Tech Solutions PVT LTD,Prime Engineering PVT LTD,Global Infrastructure Corp,United Projects PVT LTD","186177,135604,196422,157010,228569",Tech Solutions PVT LTD,135604.50642217242,2025-09-05 13:17:22.872395,West
T00141,Water Supply,177829,"United Projects PVT LTD,Prime Constructions LTD,Elite Infrastructure PVT LTD","156106,161425,166792",Best Projects PVT LTD,156106.5541751912,2025-10-26 13:17:22.872395,Northeast
T00142,Transport,944690,"Royal Solutions Inc,Prime Engineering PVT LTD,Global Infrastructure PVT LTD,Tech Services LTD","1048823,842283,940099,1449988",Prime Engineering PVT LTD,1055402.2144151272,2025-07-18 13:17:22.872395,West
T00143,Energy,6673654,"Global Infrastructure PVT LTD,Elite Infrastructure PVT LTD,Best Projects PVT LTD,Elite Services Ltd,Global Infrastructure Corp,Prime Constructions LTD,Royal Services Inc,Best Services Ltd","7282194,6724571,6835802,7544894,5439075,6338817,4780048,7228359",Royal Services Inc,4780048.6354744,2025-06-01 13:17:22.872395,South
T00144,Education,1320019,"United Constructions Inc,Global Engineering Inc","1320019,1320019,1320019,1320019,1320019",Global Engineering Inc,984886.5268557544,2025-04-15 13:17:22.872395,South
T00145,Health,700143,"Global Engineering Corp,Elite Infrastructure Corp,Best Services Ltd,Global Projects PVT LTD,Best Projects Inc,Global Infrastructure Inc,Global Projects Ltd","863249,868719,694771,676382,835488,797713,510814",Global Projects Ltd,510814.3252492166,2026-01-11 13:17:22.872395,Northeast
T00146,PWD,4579836,"Tech Infrastructure LTD,Tech Services LTD,Global Services Inc,Crown Solutions Corp,Global Solutions Corp,Global Projects PVT LTD,United Solutions PVT LTD,Global Engineering Corp","6035637,5055461,4824938,4102523,4004178,4556489,5790444,5105831",Global Solutions Corp,4004178.8009469695,2024-09-30 13:17:22.872395,Northwest
T00147,Education,286771,"Global Infrastructure Inc,Global Infrastructure Corp,Prime Solutions Ltd","360840,202500,266719",Global Infrastructure Corp,202500.27247417916,2024-03-06 13:17:22.872395,Northwest
T00148,PWD,93233,"Elite Infrastructure Corp,Global Infrastructure Inc,Crown Constructions Ltd,Royal Services Inc,Best Projects Inc,Global Services Inc,Global Services Ltd,Elite Services Ltd","71963,117597,84907,99923,92362,102566,94676,72132",Elite Infrastructure Corp,71963.96021512039,2024-08-29 13:17:22.872395,Northeast
T00149,Education,2228331,"United Projects PVT LTD,Global Solutions PVT LTD,Best Projects Ltd","2018796,3008389,2641368",United Projects PVT LTD,2018796.5330139645,2024-08-29 13:17:22.872395,North
T00150,Energy,296376,"Global Infrastructure PVT LTD,Crown Services Corp,Global Services Inc,Elite Infrastructure PVT LTD,Royal Infrastructure LTD,Crown Solutions Corp,Global Solutions Corp,Tech Projects LTD","310388,298317,296075,300456,299999,297387,300741,292888",Tech Projects LTD,292888.7357786343,2024-05-08 13:17:22.872395,West
T00151,Water Supply,296107,"Tech Solutions PVT LTD,Global Solutions PVT LTD,Prime Projects Inc,United Constructions Inc,Prime Constructions LTD,Elite Infrastructure Corp,Best Services Ltd,Crown Projects Corp","282471,290861,296476,301278,290650,291631,295540,301245",Tech Solutions PVT LTD,282471.2496434922,2024-04-17 13:17:22.872395,Northwest
T00152,Energy,562595,"Prime Engineering Inc,Crown Solutions Corp","523026,573546",Prime Engineering Inc,523026.9286290533,2025-04-19 13:17:22.872395,Northeast
T00153,PWD,24960,"Global Engineering Corp,United Solutions PVT LTD,Elite Services Inc,Global Infrastructure Inc","26160,26279,26064,26095",Elite Services Inc,26064.10753494243,2025-06-01 13:17:22.872395,North
T00154,Transport,11466329,"Tech Infrastructure LTD,Crown Solutions Corp,Global Services Ltd,Crown Engineering Inc,Global Engineering Corp,Global Solutions PVT LTD","10388433,11378235,11560206,11329583,11545874,11681855",Tech Infrastructure LTD,10388433.508558238,2024-12-10 13:17:22.872395,Northeast
T00155,Energy,405541,"Best Projects Corp,Elite Infrastructure PVT LTD,Prime Engineering PVT LTD,Best Projects Ltd,Prime Constructions LTD,Tech Solutions PVT LTD","419540,404628,411512,400303,408665,411025",Best Projects Ltd,400303.8401104913,2024-12-30 13:17:22.872395,Central
T00156,Water Supply,626554,"Best Projects Corp,Royal Infrastructure LTD,Global Solutions Corp","626554,626554,626554,626554,626554",Royal Infrastructure LTD,652267.5125503552,2025-09-19 13:17:22.872395,Northwest
T00157,Education,2625159,"Global Constructions LTD,United Projects PVT LTD,Elite Services Ltd,Elite Infrastructure PVT LTD,Global Services Ltd","3328585,3639432,2087302,2788959,2257563",Elite Services Ltd,2087302.1337734107,2025-05-01 13:17:22.872395,Northwest
T00158,Education,454137,"Global Infrastructure PVT LTD,United Solutions PVT LTD,Best Projects PVT LTD,Crown Projects Corp","485001,627122,497256,432493",Crown Projects Corp,432493.6255180488,2025-05-15 13:17:22.872395,Northeast
T00159,PWD,2123325,"Global Engineering Inc,Best Projects Corp","2123325,2123325,2123325,2123325,2123325",Global Engineering Inc,2392797.7074542725,2024-05-11 13:17:22.872395,Northwest
T00160,Water Supply,319981,"Global Infrastructure Inc,Tech Infrastructure LTD,Best Services Ltd,Global Services Inc","421324,309094,320979,256982",Global Services Inc,256982.14342685748,2024-06-10 13:17:22.872395,Northeast
T00161,Transport,57658,"Best Projects Ltd,United Projects PVT LTD,Royal Services Inc,Tech Solutions PVT LTD,Best Projects Corp,Best Services Ltd,Global Constructions Inc","47287,37481,50741,44252,80072,70562,50244",United Projects PVT LTD,37481.63136850063,2025-09-30 13:17:22.872395,East
T00162,Education,14665628,"Global Projects Ltd,Crown Services Corp","8896210,23189394",Global Projects Ltd,8896210.340201559,2025-11-08 13:17:22.872395,East
T00163,Health,62193,"Global Solutions Corp,Elite Infrastructure PVT LTD,Royal Services Inc,Tech Infrastructure LTD,Global Infrastructure PVT LTD","44753,82030,69618,70048,73768",Global Solutions Corp,44753.188958651015,2024-10-07 13:17:22.872395,Northeast
T00164,Housing,1560873,"Global Solutions Corp,Best Projects Corp,Tech Infrastructure LTD,Tech Projects LTD,Best Projects PVT LTD,Prime Constructions LTD","1651169,1342391,1475667,1112549,1530473,1280854",Tech Projects LTD,1417100.3768995837,2024-06-29 13:17:22.872395,East
T00165,PWD,95509,"Prime Engineering PVT LTD,Best Services Inc,Elite Infrastructure Corp,Crown Engineering Ltd,Crown Solutions Corp,Prime Projects Inc,Global Projects PVT LTD","114764,69764,78358,115281,78470,91313,106615",Best Services Inc,69764.15667288366,2025-09-25 13:17:22.872395,Central
T00166,PWD,116990,"United Solutions PVT LTD,Global Projects Ltd,Tech Solutions PVT LTD,Global Constructions LTD,Elite Services Inc,Elite Services Ltd,United Projects Corp,Elite Infrastructure Corp","117578,117968,115150,117304,115850,119156,116913,118421",Tech Solutions PVT LTD,115150.34124931417,2025-02-26 13:17:22.872395,South
T00167,Water Supply,209801,"Crown Engineering Inc,United Projects PVT LTD,United Constructions Inc","212490,267037,226547",Best Projects PVT LTD,212490.4701753906,2024-06-05 13:17:22.872395,Central
T00168,Health,326586,"Elite Services Ltd,Global Services Ltd,Global Projects Ltd,Global Engineering Corp","353870,410993,307511,309088",Global Projects Ltd,307511.50766720634,2025-02-16 13:17:22.872395,East
T00169,PWD,1543290,"Tech Projects LTD,Best Services Ltd,Best Projects PVT LTD","1812118,1379645,2220719",Best Services Ltd,1379645.8985429162,2024-05-29 13:17:22.872395,South
T00170,Education,144361,"Best Projects Corp,Prime Engineering Inc,Global Engineering Corp,Royal Infrastructure LTD,United Projects PVT LTD,Best Services Inc,Tech Services LTD","147937,144082,144861,142443,145728,146455,142725",Royal Infrastructure LTD,142443.96796177025,2024-05-26 13:17:22.872395,West
T00171,PWD,3138451,"Best Projects Ltd,Global Constructions Inc,Best Projects PVT LTD,Global Services Inc,Prime Engineering Inc","4342319,4202283,2240428,3342122,3137143",Best Projects PVT LTD,2240428.5809513833,2025-08-10 13:17:22.872395,East
T00172,Water Supply,931150,"Global Solutions Corp,Global Constructions LTD","797881,1131950",Global Solutions Corp,797881.0899924763,2025-08-25 13:17:22.872395,East
T00173,PWD,2619350,"Prime Projects Inc,Tech Services LTD,Global Infrastructure Inc","2782815,2353954,1893291",Global Infrastructure Inc,1893291.8179718254,2025-11-07 13:17:22.872395,North
T00174,Education,1164010,"Crown Constructions Ltd,Prime Engineering Inc","1067550,1182363",Crown Constructions Ltd,1067550.4118225481,2024-11-20 13:17:22.872395,East
T00175,Health,208948,"Global Infrastructure Corp,Crown Solutions Corp,Global Solutions Corp,Crown Services Corp,Tech Infrastructure LTD","170568,210377,179126,218949,153071",Tech Infrastructure LTD,203676.03427480883,2025-05-18 13:17:22.872395,South
T00176,Housing,821332,"Global Constructions LTD,Royal Solutions Inc","970327,1049911",Global Constructions LTD,970327.0745595511,2026-01-17 13:17:22.872395,East
T00177,PWD,81462,"Global Services Ltd,Global Projects Ltd","113823,88583",Tech Infrastructure LTD,88583.04341521482,2025-05-24 13:17:22.872395,West
T00178,Transport,173658,"United Projects Corp,United Projects PVT LTD,Global Constructions Inc,Best Projects Ltd,Global Constructions LTD,Elite Infrastructure Corp,Global Services Ltd","171731,193415,144452,179640,130888,169837,144938",Global Constructions LTD,130888.38647978903,2025-05-17 13:17:22.872395,West
T00179,Housing,165888,"Prime Engineering PVT LTD,Global Infrastructure PVT LTD,Global Engineering Inc,Best Projects Corp,Elite Infrastructure PVT LTD","212412,133333,155715,211438,170657",Global Infrastructure PVT LTD,133333.07339696164,2024-08-26 13:17:22.872395,Central
T00180,Energy,16213547,"Global Solutions PVT LTD,Global Engineering Inc,Global Constructions LTD,Prime Projects Inc,Global Projects PVT LTD","17041314,15972103,16425015,16396454,16348926",Global Engineering Inc,15972103.602778144,2024-11-08 13:17:22.872395,Central
T00181,Education,901973,"Elite Services Inc,Crown Services Corp,United Projects Corp","866458,893426,896926",Elite Services Inc,866458.4185194152,2024-10-16 13:17:22.872395,Northwest
T00182,Transport,31826,"Royal Services Inc,Elite Services Ltd,Prime Constructions LTD","35229,34398,52398",Elite Services Ltd,34398.029704057764,2024-06-28 13:17:22.872395,Central
T00183,Health,495467,"Prime Solutions Ltd,Elite Solutions PVT LTD,Crown Engineering Ltd","585929,503642,485763",Crown Engineering Ltd,307835.13251280796,2024-08-02 13:17:22.872395,North
T00184,Health,1984699,"Prime Constructions LTD,Elite Services Inc,Crown Engineering Ltd,United Projects Corp,Prime Engineering Inc,United Constructions Inc,Global Projects Ltd,Global Services Inc","1872758,1736461,2420261,1916451,1706284,2209506,1658267,1995916",Global Projects Ltd,1658267.9748305008,2025-11-10 13:17:22.872395,Northwest
T00185,Water Supply,493207,"United Projects Corp,Tech Projects LTD,Global Services Ltd,Elite Services Ltd,Prime Engineering PVT LTD,United Solutions PVT LTD,Royal Infrastructure LTD","490744,580844,651300,551416,494229,379388,398579",United Solutions PVT LTD,379388.8686597428,2025-06-06 13:17:22.872395,Central
T00186,Energy,316325,"Prime Projects Inc,Best Services Inc,Global Services Inc,Best Services Ltd,Royal Services Inc,Crown Services Corp,Elite Services Inc","299126,304116,301623,304132,300918,300191,301362",Prime Projects Inc,299126.57299941644,2024-05-12 13:17:22.872395,West
T00187,Energy,122193,"Best Services Ltd,Global Infrastructure PVT LTD","118721,165960",Best Services Ltd,118721.95549964083,2025-01-15 13:17:22.872395,West
T00188,PWD,3111159,"Global Engineering Inc,Tech Projects LTD,Global Engineering Corp,Crown Services Corp,Crown Engineering Inc,United Constructions Inc,Global Services Inc,Tech Infrastructure LTD","2838216,3146098,3106156,3056174,3172743,3056126,3135430,3171351",Global Engineering Inc,2838216.7889064,2024-12-22 13:17:22.872395,Northeast
T00189,Energy,214676,"Prime Constructions LTD,Elite Solutions PVT LTD,Global Services Ltd,Global Engineering Corp,Crown Projects Corp,Crown Services Corp","206229,211250,216326,210917,214756,218941",Prime Constructions LTD,206229.57911584422,2024-04-15 13:17:22.872395,Northwest
T00190,PWD,269943,"Global Projects PVT LTD,Crown Solutions Corp","326399,200583",Crown Solutions Corp,200583.62295885105,2024-08-05 13:17:22.872395,West
T00191,Transport,10845,"Royal Solutions Inc,Best Projects Inc,Crown Solutions Corp","11683,10823,10712",Crown Solutions Corp,10712.527245627849,2024-05-29 13:17:22.872395,Northeast
T00192,Energy,2030602,"Tech Projects LTD,Crown Solutions LTD,Global Infrastructure PVT LTD,Prime Engineering PVT LTD,Global Constructions Inc,Crown Engineering Inc","2262849,2363546,1809463,1209399,1820449,2196122",Prime Engineering PVT LTD,1209399.3632862675,2025-05-26 13:17:22.872395,Central
T00193,Housing,54393,"Global Engineering Corp,Best Services Ltd,United Projects Corp,Prime Constructions LTD,Global Projects PVT LTD,Elite Services Inc,Tech Solutions PVT LTD","51577,55428,55049,55392,54366,53543,54497",Global Engineering Corp,51577.63417664237,2025-04-26 13:17:22.872395,East
T00194,Transport,658291,"Global Constructions Inc,Prime Solutions Ltd,Elite Services Ltd,Tech Solutions PVT LTD,Global Engineering Corp","658291,658291,658291,658291,658291",Prime Solutions Ltd,546204.5236186328,2024-06-08 13:17:22.872395,Northeast
T00195,Education,6517009,"Tech Solutions PVT LTD,United Solutions PVT LTD,Royal Services Inc,Prime Projects Inc,Prime Constructions LTD,Global Constructions LTD","8746464,6249808,5700768,8023674,5773580,9389738",Royal Services Inc,5700768.444742121,2024-08-04 13:17:22.872395,North
T00196,Transport,1382290,"Prime Projects Inc,Tech Infrastructure LTD","1493360,1380160",Tech Infrastructure LTD,1380160.027383045,2024-07-14 13:17:22.872395,Northeast
T00197,Water Supply,240505,"Global Infrastructure Inc,Tech Solutions PVT LTD,Prime Engineering PVT LTD,Best Projects PVT LTD","254181,282206,211588,248742",Prime Engineering PVT LTD,211588.25492046177,2025-03-24 13:17:22.872395,Northwest
T00198,PWD,83736,"Best Projects Corp,Crown Services Corp,Global Infrastructure PVT LTD,Elite Infrastructure Corp,Prime Engineering PVT LTD,Prime Projects Inc,Crown Engineering Ltd","84792,79987,85257,87799,76455,71319,108573",Prime Projects Inc,71319.54732735675,2025-08-25 13:17:22.872395,Northeast
T00199,Education,114804,"Elite Solutions PVT LTD,Global Solutions Corp,Global Infrastructure Inc,United Solutions PVT LTD,Elite Services Inc","88026,104893,105216,121478,99649",Best Projects PVT LTD,88026.92311246523,2024-10-09 13:17:22.872395,Northwest
T00200,Housing,154785,"Crown Services Corp,Global Infrastructure Corp","154785,154785,154785,154785,154785",Crown Services Corp,141850.28831006776,2024-12-31 13:17:22.872395,Northwest
T00201,PWD,1870567,"Tech Projects LTD,Global Infrastructure Inc,Global Engineering Corp,Crown Engineering Inc","1407590,2525674,1753661,1779041",Tech Projects LTD,1407590.6164778036,2025-08-25 13:17:22.872395,Northeast
T00202,Health,3666157,"Prime Engineering PVT LTD,Tech Projects LTD,Crown Solutions LTD,Royal Infrastructure LTD,Royal Solutions Inc,United Projects PVT LTD,Global Infrastructure PVT LTD,Best Projects Inc","4097553,3223411,4413694,3708200,3868482,4977051,4058084,4082882",Tech Projects LTD,3223411.685769223,2024-08-08 13:17:22.872395,South
T00203,Transport,2498308,"Royal Infrastructure LTD,Global Solutions Corp,Global Infrastructure Corp,Best Projects Inc,Prime Projects Inc,Crown Projects Corp,Elite Solutions PVT LTD,Global Infrastructure PVT LTD","2417496,2541087,2470788,2485533,2491520,2492252,2509594,2542585",Royal Infrastructure LTD,2417496.4832732207,2025-06-01 13:17:22.872395,East
T00204,Transport,241988,"Global Constructions Inc,Crown Engineering Inc,Crown Services Corp,Global Solutions PVT LTD,United Projects PVT LTD","260714,243399,239915,245046,245485",Crown Services Corp,239915.68048457624,2026-01-27 13:17:22.872395,West
T00205,Housing,304120,"Global Engineering Corp,Global Infrastructure Inc,Prime Solutions Ltd,Best Services Ltd,Prime Constructions LTD,Crown Projects Corp,Global Infrastructure PVT LTD,Tech Infrastructure LTD","359579,258447,387675,295720,363268,352239,247067,336299",Global Infrastructure PVT LTD,309597.3323900989,2024-08-16 13:17:22.872395,South
T00206,Water Supply,815678,"Best Projects Ltd,Global Constructions Inc,Global Engineering Inc,Crown Solutions LTD,Best Services Inc,Royal Infrastructure LTD","782531,791900,793348,783820,788429,793709",Best Projects Ltd,782531.2402253548,2024-06-17 13:17:22.872395,Northwest
T00207,Health,523258,"Global Engineering Inc,Global Solutions Corp,Royal Infrastructure LTD,Royal Services Inc,Elite Infrastructure Corp","549069,880430,585916,367940,608345",Royal Services Inc,367940.8157383072,2025-08-11 13:17:22.872395,Northwest
T00208,PWD,885671,"Global Infrastructure PVT LTD,Best Projects Inc,Crown Engineering Inc,Global Engineering Inc,Elite Services Ltd,Global Solutions Corp","861482,693316,849409,747131,788585,996312",Best Projects Inc,693316.0130643484,2025-05-02 13:17:22.872395,West
T00209,Education,6120902,"Crown Solutions Corp,Prime Constructions LTD,Global Projects PVT LTD,United Solutions PVT LTD,Global Infrastructure Inc,Royal Solutions Inc,Global Constructions Inc,Crown Projects Corp","6623631,7775951,5418141,5959019,6138909,5231666,6968260,5974616",Royal Solutions Inc,5231666.180345087,2024-04-01 13:17:22.872395,North
T00210,Housing,938147,"Crown Solutions Corp,Crown Projects Corp,Royal Infrastructure LTD,Tech Projects LTD,Crown Constructions Ltd,Global Engineering Inc,Elite Infrastructure Corp,Prime Solutions Ltd","1083967,870737,1325174,866081,981266,1130510,706436,659673",Tech Infrastructure LTD,659673.4176076996,2026-02-14 13:17:22.872395,South
T00211,Housing,50710,"Elite Services Ltd,Global Engineering Corp,Global Solutions PVT LTD,Best Projects Corp,Best Projects Ltd,Global Constructions Inc","51137,51302,50712,51239,51220,51219",Global Solutions PVT LTD,50712.05562040063,2024-10-10 13:17:22.872395,South
T00212,Education,3322538,"Best Projects Inc,United Projects PVT LTD","2932252,3920812",Best Projects Inc,2932252.911445304,2024-11-02 13:17:22.872395,North
T00213,Housing,494745,"Elite Services Inc,Best Projects Ltd,Prime Engineering Inc,Global Engineering Corp,Global Infrastructure Corp","451064,491464,500383,498854,500456",Elite Services Inc,451064.0558977625,2025-12-18 13:17:22.872395,Central
T00214,Water Supply,3580368,"Best Projects Inc,Crown Solutions Corp,United Solutions PVT LTD,Global Constructions Inc,Best Projects Corp,Crown Constructions Ltd","3284145,2998934,3024704,3484822,3941169,2724740",Crown Constructions Ltd,2724740.4721111567,2024-03-20 13:17:22.872395,Central
T00215,Education,664729,"United Projects PVT LTD,Crown Engineering Ltd,Tech Solutions PVT LTD,Prime Engineering PVT LTD,Global Engineering Inc,Global Solutions PVT LTD","746004,619837,700442,836194,625489,844806",Crown Engineering Ltd,619837.2858668638,2025-11-23 13:17:22.872395,South
T00216,PWD,27345,"Crown Services Corp,Elite Services Ltd,Tech Infrastructure LTD,Elite Infrastructure Corp,Crown Engineering Inc,Crown Projects Corp","20622,21620,24605,31906,18715,28292",Crown Engineering Inc,18715.28797330582,2025-03-08 13:17:22.872395,Central
T00217,Water Supply,2354430,"Prime Solutions Ltd,Elite Infrastructure Corp,Royal Services Inc,Elite Services Inc","2264399,2265683,3109303,1885166",Elite Services Inc,1885166.3333838736,2024-04-17 13:17:22.872395,West
T00218,Health,462729,"United Projects Corp,Elite Infrastructure PVT LTD,Global Services Inc,Global Projects PVT LTD,Global Infrastructure Inc,Royal Solutions Inc,Royal Services Inc","483823,462663,461560,466977,467643,456415,464769",Royal Solutions Inc,456415.67670069885,2025-02-20 13:17:22.872395,Northeast
T00219,Education,904671,"Crown Engineering Ltd,Best Projects PVT LTD,United Constructions Inc,Crown Projects Corp,United Projects Corp,Elite Services Ltd,Global Infrastructure Inc","806645,744189,756785,971242,865535,764724,752202",Best Projects PVT LTD,744189.932176209,2025-09-14 13:17:22.872395,Northwest
T00220,Water Supply,316987,"Royal Solutions Inc,Global Constructions Inc,Elite Solutions PVT LTD,Global Services Ltd,Prime Projects Inc","313639,313823,319166,314308,316798",Royal Solutions Inc,313639.9293928422,2024-05-07 13:17:22.872395,Northwest
T00221,Energy,5254106,"Crown Projects Corp,Prime Solutions Ltd,Royal Solutions Inc,Prime Constructions LTD,Elite Solutions PVT LTD,Global Constructions Inc","5520262,5346681,6046570,5356762,5140241,4656236",Global Constructions Inc,4656236.068678024,2025-08-13 13:17:22.872395,Northwest
T00222,Housing,1884689,"Prime Constructions LTD,Global Projects PVT LTD","1568197,1509355",Global Projects PVT LTD,1509355.7695269529,2025-03-04 13:17:22.872395,Northwest
T00223,PWD,1170505,"Best Projects Corp,Global Constructions LTD,Royal Infrastructure LTD,Crown Engineering Inc","1189382,1254850,995760,1098979",Royal Infrastructure LTD,995760.3276082923,2024-12-08 13:17:22.872395,Northwest
T00224,Health,263610,"Prime Engineering Inc,Global Infrastructure PVT LTD,Global Solutions PVT LTD,Best Services Inc,Global Engineering Inc,Best Projects Corp,Tech Solutions PVT LTD","236536,323102,449037,248480,271763,284395,378710",Prime Engineering Inc,236536.78634661535,2025-02-14 13:17:22.872395,West
