tender_id,department,estimated_cost,participating_bidders,bid_amounts,winning_bidder,winning_bid,tender_date,location,winning_bidder_normalized,bidders_normalized,bid_deviation,bid_deviation_zscore,bid_above_estimate,win_margin,bid_variance,bid_coefficient_variation,complementary_bid_score,dept_hhi,temporal_anomaly_score,bidder_set_repetition,iso_forest_score,lof_score,statistical_score,anomaly_score,is_anomaly,bid_gap_anomaly,price_anomaly_score
T00076,Housing,32541589,"Tech Projects LTD,Global Projects Ltd,Crown Services Corp,Royal Solutions Inc,Prime Engineering Inc,Crown Solutions Corp","31478157,32065719,31973250,33179352,32310353,32944941",Tech Projects LTD,31478157.71532565,2024-11-08 15:29:58.932842,West,tech projects,"['tech projects', 'global projects', 'crown services', 'royal solutions', 'prime engineering', 'crown solutions']",-0.03267914436121574,0.7355624928358067,0,3254158.9000000004,337092660128.88885,0.017961067571271718,0.006074145992475403,0.06461538461538462,1.0,0.5,0.09507167195680925,0.9786904531918571,0.08974090372522757,0.40300555333118054,False,0.42094715745231404,0.19710470713467326
T00077,Health,44616,"Elite Services Ltd,Global Solutions Corp,Royal Solutions Inc","49603,59525,27214",Royal Solutions Inc,56606.42201286988,2025-01-30 15:29:58.932842,West,royal solutions,"['elite services', 'global solutions', 'royal solutions']",0.268747131362513,2.8627182874714854,1,4461.6,182634902.88888887,0.2973606403825108,0.20599702023317926,0.05903319224771664,0.7671073621771405,0.5,1.0,0.9569054328894545,0.48586569659095064,0.8563833256590467,False,0.39116534794145685,0.9652434453079339
T00078,Transport,151300,"Global Infrastructure PVT LTD,Crown Constructions Ltd,United Solutions PVT LTD,Crown Engineering Ltd","162958,134084,153943,146661",Crown Constructions Ltd,134084.14940007022,2024-12-15 15:29:58.932842,Northeast,crown constructions,"['global infrastructure', 'crown constructions', 'united solutions', 'crown engineering']",-0.1137861903498333,0.1631926075421979,0,15130.0,111634915.25,0.07071572490659046,0.017859119639653757,0.07317073170731707,0.6787246449815806,0.5,0.5256003490269029,0.06669102535131573,0.0476574601312145,0.2454963635165253,False,0.7169221382727441,0.08558571736402258
T00079,Health,2882119,"Crown Solutions Corp,Global Infrastructure PVT LTD,Global Constructions Inc,United Constructions Inc,Global Services Inc","3052318,2847721,2843343,2843413,2918384",Global Constructions Inc,2843343.656095846,2024-05-30 15:29:58.932842,Northeast,global constructions,"['crown solutions', 'global infrastructure', 'global constructions', 'united constructions', 'global services']",-0.013453762285371946,0.8712354124859788,0,288211.9,6535715646.159999,0.02786720973321369,0.018502685978792056,0.05903319224771664,1.0,0.5,0.01859153140618028,0.01168539991948852,0.11226056662466623,0.03959164419045965,False,0.0,0.36710838198122864
T00080,Water Supply,732335,"Prime Engineering Inc,Best Projects Inc,Tech Infrastructure LTD,Crown Projects Corp,Global Services Ltd","871715,686106,931206,674939,487170",Global Services Ltd,487170.0069976672,2025-12-25 15:29:58.932842,West,global services,"['prime engineering', 'best projects', 'tech infrastructure', 'crown projects', 'global services']",-0.33477164549329586,-1.3962948336570584,0,73233.5,24898308683.760002,0.21608614298262913,0.12620638655566588,0.056640625,0.6807563921392009,0.5,0.3505868556945258,0.11506009290224922,0.26924138025243816,0.2478161198567071,False,0.19228255404643013,0.47177442526028446
T00081,Health,110220,"Prime Projects Inc,Best Services Ltd,Global Services Inc,Global Infrastructure PVT LTD,United Solutions PVT LTD,Elite Services Ltd,Prime Engineering PVT LTD","110626,154125,117667,105494,130107,70827,115538",Elite Services Ltd,70827.7807104445,2026-02-10 15:29:58.932842,East,elite services,"['prime projects', 'best services', 'global services', 'global infrastructure', 'united solutions', 'elite services', 'prime engineering']",-0.3573962918667711,-1.555956255075511,0,11022.0,546726434.2857143,0.2034790272816687,0.140891009207891,0.05903319224771664,0.7620430195936976,0.5,0.4436290418457773,0.048619237252702834,0.28767404050491,0.26638685990298444,False,0.0,0.4609444657901165
T00082,Education,1589072,"Best Projects PVT LTD,Tech Solutions PVT LTD,Elite Infrastructure Corp,Global Solutions Corp,Crown Projects Corp,Tech Services LTD,Crown Engineering Ltd","1728856,1597189,1578578,1566143,1607761,1596704,1591198",Global Solutions Corp,1566143.094042054,2025-09-18 15:29:58.932842,East,global solutions,"['best projects', 'tech solutions', 'elite infrastructure', 'global solutions', 'crown projects', 'tech services', 'crown engineering']",-0.014429117093464668,0.8643523641290339,0,158907.2,2533591315.836735,0.03127375551709453,0.025811958058480154,0.04711111111111112,0.8638926096359366,0.5,0.31189840348744113,0.0304979442055301,0.11506772276175088,0.1642005725573497,False,0.0,0.30257056103979985
T00083,PWD,656818,"United Constructions Inc,Best Projects Corp,Crown Engineering Ltd,Global Engineering Inc,Global Services Inc,Tech Solutions PVT LTD","632085,650210,663227,644562,658654,663713",United Constructions Inc,632085.1330250673,2025-01-21 15:29:58.932842,Northeast,united constructions,"['united constructions', 'best projects', 'crown engineering', 'global engineering', 'global services', 'tech solutions']",-0.03765558644089036,0.7004438968174856,0,65681.8,127102813.80555557,0.017289399977223355,0.006269149933714766,0.05197378448407254,0.8997384110705579,0.5,0.0038911945130076847,0.2736859312821477,0.0856799496167,0.11876654115812976,False,0.3561591639312386,0.2689124815553769
T00084,Housing,725556,"Tech Infrastructure LTD,Prime Constructions LTD,Crown Engineering Ltd,Global Solutions PVT LTD,Crown Projects Corp,Best Services Ltd","938547,663819,666111,649633,879812,881521",Global Solutions PVT LTD,649633.9840468307,2025-10-28 15:29:58.932842,Central,global solutions,"['tech infrastructure', 'prime constructions', 'crown engineering', 'global solutions', 'crown projects', 'best services']",-0.1046397741224238,0.22773858062158567,0,72555.6,14811722009.472223,0.15604859582538697,0.11202194881851985,0.06461538461538462,0.8638926096359366,0.5,0.4101757705263509,0.026668186008536626,0.11466113495036734,0.20206945705112,False,0.0,0.06552414849218853
T00085,Education,3997654,"Royal Infrastructure LTD,Global Engineering Corp,Tech Solutions PVT LTD,United Projects PVT LTD,Best Projects Ltd,Global Infrastructure PVT LTD,Tech Infrastructure LTD","4891154,3235005,3607896,4136402,4724778,3345241,2511207",Tech Infrastructure LTD,2511207.609513555,2024-09-03 15:29:58.932842,North,tech infrastructure,"['royal infrastructure', 'global engineering', 'tech solutions', 'united projects', 'best projects', 'global infrastructure', 'tech infrastructure']",-0.3718296757264247,-1.6578121932797942,0,399765.4,625681655227.2653,0.20932516464963413,0.0779403845297163,0.04711111111111112,0.6408477644810241,0.5,0.6002740566726782,0.20681605887506835,0.2799565378686495,0.3824843777425076,False,0.2768239346972281,0.5874706297168137
T00086,Health,655503,"Crown Solutions Corp,Prime Constructions LTD,Crown Constructions Ltd,Global Constructions LTD,Tech Infrastructure LTD,Global Services Inc,Elite Solutions PVT LTD,Global Projects PVT LTD","685771,680781,682569,685640,682713,675171,680933,681346",Global Services Inc,675171.0887253709,2026-02-16 15:29:58.932842,Northeast,global services,"['crown solutions', 'prime constructions', 'crown constructions', 'global constructions', 'tech infrastructure', 'global services', 'elite solutions', 'global projects']",0.03000457469358788,1.1779195365162023,1,65550.3,9730607.0,0.00457479090555551,0.002828985090534057,0.05903319224771664,0.6807563921392009,0.5,0.24330994365704608,1.0,0.1333478738338301,0.48066094592127595,False,0.0,0.4811094490939478
T00087,Health,26369556,"Global Services Inc,Tech Services LTD,Best Services Inc,Global Services Ltd","21634498,25714441,26665088,32820340",Global Services Inc,21634498.618573647,2025-02-15 15:29:58.932842,North,global services,"['global services', 'tech services', 'best services', 'global services']",-0.17956530559052086,-0.3010085501514403,0,2636955.6,16022530586289.188,0.14986995083797316,0.07224673960091853,0.05903319224771664,0.6807563921392009,0.5,0.11064373771431282,0.16361841897902868,0.10748429127423505,0.12839501454694394,False,0.4528519837772197,0.035974005071244465
T00088,PWD,39484,"Royal Services Inc,Best Projects Ltd,Crown Engineering Inc,United Constructions Inc,Global Constructions LTD,Elite Infrastructure Corp,Best Projects Inc","38182,39962,38701,39221,39323,39543,40147",Royal Services Inc,38182.58557782935,2025-07-20 15:29:58.932842,Central,royal services,"['royal services', 'best projects', 'crown engineering', 'united constructions', 'global constructions', 'elite infrastructure', 'best projects']",-0.032960551670819876,0.7335766102585827,0,3948.4,404304.85714285716,0.01618061716420383,0.004301111713268293,0.05197378448407254,1.0,0.5,0.0,0.9992742397020101,0.08833575521011101,0.3718299226982313,False,0.4841685740154351,0.251811770960378
T00089,PWD,4958872,"United Projects Corp,Crown Solutions LTD,Elite Infrastructure PVT LTD,Tech Projects LTD,Crown Projects Corp,United Solutions PVT LTD,Crown Services Corp,Global Projects PVT LTD","4636785,6923923,4707985,3671314,4721042,4695636,2891573,4905315",Crown Services Corp,2891573.931724632,2024-11-13 15:29:58.932842,Central,crown services,"['united projects', 'crown solutions', 'elite infrastructure', 'tech projects', 'crown projects', 'united solutions', 'crown services', 'global projects']",-0.4168887739541105,-1.975792839346393,0,495887.2,1162025054187.2344,0.23211176148142973,0.13621429095934667,0.05197378448407254,0.6706283175492351,0.5,0.7528580602071544,0.5339454662232935,0.34230788851874694,0.5736011093907012,False,0.0,0.609574251001158
T00090,Education,353614,"Prime Engineering PVT LTD,Elite Infrastructure Corp,Global Constructions LTD,Tech Projects LTD,Best Projects Ltd,Royal Services Inc","406444,335099,283411,591627,357826,354600",Global Constructions LTD,283411.7368955267,2025-05-31 15:29:58.932842,Northwest,global constructions,"['prime engineering', 'elite infrastructure', 'global constructions', 'tech projects', 'best projects', 'royal services']",-0.19852795167745987,-0.43482735015024393,0,35361.4,9594562042.472223,0.25234402984508936,0.13330986468399153,0.04711111111111112,1.0,0.5,0.6644299566016887,0.13070498961372223,0.17686544819305405,0.3557350910537418,False,0.07427197716382505,0.20632724852856743
T00091,Housing,482229,"Global Engineering Inc,Global Solutions Corp,Global Projects Ltd,Best Projects Inc,Elite Services Inc,Global Constructions Inc,Best Projects Corp","482229,482229,482229,482229,482229",Elite Services Inc,418154.0680322172,2024-06-13 15:29:58.932842,South,elite services,"['global engineering', 'global solutions', 'global projects', 'best projects', 'elite services', 'global constructions', 'best projects']",-0.13287241532090105,0.028501715225503543,0,48222.9,0.0,0.0,0.0,0.06461538461538462,0.7620430195936976,0.5,0.35552701216151567,0.06397961482971601,0.003166857247278172,0.1653953843668264,False,1.0,0.06469918937181002
T00092,PWD,4772366,"United Projects Corp,Global Projects PVT LTD","6123043,3152400",Global Projects PVT LTD,3152400.2670621844,2025-09-20 15:29:58.932842,South,global projects,"['united projects', 'global projects']",-0.33944708619117137,-1.4292892723438728,0,477236.60000000003,2206179958362.25,0.3202696625918568,0.0,0.05197378448407254,1.0,0.5,0.8208155378890126,0.18691415681728052,0.2655664733466048,0.46013778837830444,False,1.0,0.4903117572835394
T00093,Transport,299039,"United Projects PVT LTD,Crown Projects Corp,Tech Infrastructure LTD,Elite Infrastructure PVT LTD","277629,225669,255957,239477",Crown Projects Corp,225669.5273437148,2026-02-07 15:29:58.932842,West,crown projects,"['united projects', 'crown projects', 'tech infrastructure', 'elite infrastructure']",-0.24535084940855603,-0.7652550741142379,0,29903.9,375294156.0,0.07758842339068968,0.009127935919487075,0.07317073170731707,0.5791347155164325,0.5,0.8974020315533646,0.1941547427734143,0.1139337946716409,0.4553984212599511,False,0.8633121362443856,0.2654082234973872
T00094,Water Supply,6925834,"Best Services Inc,Royal Services Inc,Crown Projects Corp,Global Solutions Corp,Prime Solutions Ltd","6449547,6985665,6969861,6794823,6848811",Best Services Inc,6449547.993605414,2024-12-18 15:29:58.932842,Northwest,best services,"['best services', 'royal services', 'crown projects', 'global solutions', 'prime solutions']",-0.06876948052676192,0.4808741199639797,0,692583.4,37615279487.03999,0.028480756885091916,0.019535032568665046,0.056640625,1.0,0.5,7.052261579453272e-05,0.03650499012901241,0.06943572092502784,0.030163885822729115,False,0.020777321083007783,0.1437944421543074
T00095,Water Supply,1476037,"Prime Engineering PVT LTD,Tech Services LTD,Royal Infrastructure LTD","1359166,1493744,1457057",Royal Services Inc,1359166.923805353,2025-10-28 15:29:58.932842,Northwest,royal services,"['prime engineering', 'tech services', 'royal infrastructure']",-0.07917828360308515,0.40741952239825174,0,147603.7,3226646881.555556,0.03953875859669928,0.022336433997050514,0.056640625,1.0,0.5,0.009702375333399639,0.052854916530368785,0.06589390001994457,0.03885364592397507,False,0.5180741018840949,0.11795409959059511
T00096,Water Supply,91930,"Crown Engineering Inc,Best Services Inc,Best Projects Ltd,Elite Services Inc","87615,85290,105976,100472",Best Services Inc,85290.51532669856,2024-10-20 15:29:58.932842,South,best services,"['crown engineering', 'best services', 'best projects', 'elite services']",-0.07222326414991234,0.456500877021696,0,9193.0,74783258.1875,0.09118400423508245,0.047469266214637075,0.056640625,1.0,0.5,0.020268264607672552,0.0702978993284287,0.09694007648565052,0.05694658972943169,False,0.3300799798202513,0.08825730649872027
T00097,Transport,290952,"Global Constructions LTD,Tech Infrastructure LTD,Global Projects PVT LTD,Tech Services LTD,Best Projects PVT LTD,Elite Infrastructure Corp,Global Services Ltd,Tech Solutions PVT LTD","366876,327595,273485,310562,226543,350010,280388,262070",Best Projects PVT LTD,226543.18518901043,2025-01-12 15:29:58.932842,Northeast,best projects,"['global constructions', 'tech infrastructure', 'global projects', 'tech services', 'best projects', 'elite infrastructure', 'global services', 'tech solutions']",-0.2213726484471307,-0.5960416603281633,0,29095.2,1970995954.109375,0.14813885527918377,0.039151263977356486,0.07317073170731707,1.0,0.5,0.2802630144679198,0.04075765396939937,0.12865689089975377,0.15853460740139613,False,0.4178259521349664,0.19949315550145874
T00098,Transport,2411783,"Best Projects Inc,Crown Solutions LTD,United Projects PVT LTD,Prime Engineering PVT LTD,Global Infrastructure Inc","1766571,2722548,1866902,3425766,1590391",Global Infrastructure Inc,1590391.8404550594,2025-07-29 15:29:58.932842,West,global infrastructure,"['best projects', 'crown solutions', 'united projects', 'prime engineering', 'global infrastructure']",-0.34057423887013905,-1.4372435535250623,0,241178.30000000002,483658702969.84,0.3057706940506859,0.1274187773180724,0.07317073170731707,0.8050239874851736,0.5,1.0,0.06830612520472278,0.3040902186257041,0.49992969847807905,False,0.2961496086523524,0.4924136489736003
T00099,Education,6369604,"Crown Projects Corp,Royal Services Inc","5711910,6898917",Crown Projects Corp,5711910.087244953,2025-11-12 15:29:58.932842,North,crown projects,"['crown projects', 'royal services']",-0.10325507092042881,0.23751038778372535,0,636960.4,352246404512.25,0.09412602361447032,0.0,0.04711111111111112,0.5791347155164325,0.5,0.6599522786967337,0.15188261319904733,0.05776538429190403,0.331581172171336,False,1.0,0.11223653882169582
T00100,Transport,472555,"Royal Services Inc,Tech Solutions PVT LTD,Global Constructions LTD,United Projects PVT LTD,Best Projects Corp,Global Services Inc,United Solutions PVT LTD,Global Projects PVT LTD","589228,439409,467203,502559,335667,360869,548291,488982",Best Projects Corp,335667.29090460733,2025-10-14 15:29:58.932842,North,best projects,"['royal services', 'tech solutions', 'global constructions', 'united projects', 'best projects', 'global services', 'united solutions', 'global projects']",-0.28967571837223743,-1.0780542872424905,0,47255.5,6570901825.25,0.1737547303560414,0.05288869527458868,0.07317073170731707,1.0,0.5,0.40438699789458665,0.0227500336365997,0.19533161823715342,0.21855021548993292,False,0.32595364071033717,0.31698769916282926
T00101,Health,379415,"Prime Solutions Ltd,Crown Solutions Corp,Best Projects Inc,Global Services Inc,Elite Services Ltd","340589,324722,394571,311985,411694",Global Services Inc,311985.28938972973,2024-12-13 15:29:58.932842,Central,global services,"['prime solutions', 'crown solutions', 'best projects', 'global services', 'elite services']",-0.17772020244394732,-0.28798771498864334,0,37941.5,1548027992.56,0.11029896616839052,0.04614309285349322,0.05903319224771664,0.6807563921392009,0.5,0.161910532362285,0.16320396166337103,0.08414598800603273,0.14292209652860205,False,0.320852580860983,0.04870820235388698
T00102,Education,38889,"Prime Constructions LTD,Elite Services Inc,Royal Solutions Inc,United Projects Corp,Crown Solutions Corp,Tech Infrastructure LTD,Global Services Ltd","40932,47334,54261,47635,26911,30108,34320",Crown Solutions Corp,26911.039372560124,2025-04-26 15:29:58.932842,East,crown solutions,"['prime constructions', 'elite services', 'royal solutions', 'united projects', 'crown solutions', 'tech infrastructure', 'global services']",-0.3080038218375344,-1.2073951398184013,0,3888.9,88205664.81632653,0.2335427215427099,0.05141973027008726,0.04711111111111112,0.7666864893256929,0.5,0.41051274711181285,0.034117028987146185,0.22914249947297696,0.23343168385847055,False,0.5389793060561116,0.43417888596757204
T00103,PWD,519956,"Global Infrastructure Inc,Global Solutions Corp","544709,511278",Global Solutions Corp,511278.9465671871,2025-09-18 15:29:58.932842,West,global solutions,"['global infrastructure', 'global solutions']",-0.016688053282994934,0.8484111221330121,0,51995.600000000006,279407940.25,0.03165853367513047,0.0,0.05197378448407254,0.8638926096359366,0.5,0.029739537340146612,0.0667563186839613,0.1048207470176004,0.061465713229845204,False,1.0,0.25918529155829445
T00104,PWD,58152,"Global Infrastructure Corp,Crown Constructions Ltd,Global Projects Ltd,Royal Infrastructure LTD,Best Projects PVT LTD","65317,76044,48730,65225,40949",Royal Services Inc,40949.74276525511,2025-01-29 15:29:58.932842,Northwest,royal services,"['global infrastructure', 'crown constructions', 'global projects', 'royal infrastructure', 'best projects']",-0.2958154016155057,-1.1213818397486157,0,5815.200000000001,160028901.2,0.21349557000198335,0.10189721341052377,0.05197378448407254,1.0,0.5,0.2129437383830349,0.06453890797277322,0.2297289099984597,0.16519834064329952,False,0.3109301296332415,0.4150162323850213
T00105,PWD,11345541,"Best Services Ltd,Tech Projects LTD,Crown Solutions Corp,Prime Solutions Ltd,Global Projects PVT LTD,Best Projects Ltd","10675101,12811435,8372803,11333438,9945011,8092302",Best Projects Ltd,8092302.960271493,2025-05-01 15:29:58.932842,South,best projects,"['best services', 'tech projects', 'crown solutions', 'prime solutions', 'global projects', 'best projects']",-0.2867415524502981,-1.0573479701561979,0,1134554.1,2695983940675.6665,0.1608959094929349,0.04997762584836813,0.05197378448407254,1.0,0.5,0.14862301020998664,0.043104233120693496,0.18777428624223413,0.12147925723679591,False,0.43788474940673594,0.3752339659345564
T00106,Education,2197974,"Tech Infrastructure LTD,Global Projects PVT LTD,United Constructions Inc","2278472,2055595,3262655",Global Projects PVT LTD,2055595.4702127024,2024-09-28 15:29:58.932842,Central,global projects,"['tech infrastructure', 'global projects', 'united constructions']",-0.06477716742204302,0.5090477486043917,0,219797.40000000002,275031575357.5556,0.2071029567001834,0.1273529874351411,0.04711111111111112,1.0,0.5,0.6776891547589834,0.4671748112765074,0.16804617566781835,0.4765983897673256,False,0.40129509024633603,0.1925907942862048
T00107,PWD,465778,"Crown Solutions LTD,Global Constructions Inc,Elite Services Inc,Elite Infrastructure Corp,Global Infrastructure PVT LTD,Crown Constructions Ltd,Global Projects Ltd","514737,518131,374710,560935,327384,585540,357751",Global Infrastructure PVT LTD,327384.63713265496,2025-07-13 15:29:58.932842,North,global infrastructure,"['crown solutions', 'global constructions', 'elite services', 'elite infrastructure', 'global infrastructure', 'crown constructions', 'global projects']",-0.2971230132538356,-1.1306096141585544,0,46577.8,9655309523.265306,0.21234644051922247,0.11027067846812193,0.05197378448407254,0.8050239874851736,0.5,0.2502194204855814,0.026035733748833657,0.2331623301245097,0.16749085753745174,False,0.0,0.32680360259558444
T00108,PWD,356110,"Tech Services LTD,Best Projects PVT LTD,Global Solutions PVT LTD,Elite Solutions PVT LTD,Crown Engineering Inc,Crown Solutions Corp,Tech Infrastructure LTD,Global Infrastructure Corp","419296,403014,460583,440399,325216,404166,262415,352009",Tech Infrastructure LTD,262415.5456870713,2025-04-25 15:29:58.932842,South,tech infrastructure,"['tech services', 'best projects', 'global solutions', 'elite solutions', 'crown engineering', 'crown solutions', 'tech infrastructure', 'global infrastructure']",-0.2631053728143796,-0.8905481901606549,0,35611.0,3789837714.9375,0.16057304417738316,0.06884970842107897,0.05197378448407254,0.6408477644810241,0.5,0.20344572053514556,0.14273553758971588,0.1754240497728935,0.17519173881368216,False,0.1319739639155315,0.3236264940929434
T00109,Education,1706731,"Global Services Inc,Global Solutions PVT LTD,Global Constructions Inc,Best Projects PVT LTD,Global Infrastructure PVT LTD,Crown Engineering Inc,Crown Services Corp,Crown Engineering Ltd","1774119,1692896,1735704,1738889,1737060,1704970,1731447,1730253",Global Solutions PVT LTD,1692896.1707480785,2026-02-24 15:29:58.932842,West,global solutions,"['global services', 'global solutions', 'global constructions', 'best projects', 'global infrastructure', 'crown engineering', 'crown services', 'crown engineering']",-0.008106039705097934,0.9089741233777925,0,170673.1,513710431.4375,0.013096209590228966,0.007232895323004043,0.04711111111111112,0.8638926096359366,0.5,0.2670726296610196,0.05872472845803109,0.10777349312416572,0.15432608010576016,False,0.0,0.31001321982539093
T00110,Transport,611172,"Best Services Inc,Tech Solutions PVT LTD,United Projects Corp","623034,557199,560303",Tech Solutions PVT LTD,557199.5128056773,2025-11-07 15:29:58.932842,Northeast,tech solutions,"['best services', 'tech solutions', 'united projects']",-0.08830981653989833,0.342978580234829,0,61117.200000000004,919895600.2222222,0.05227662182455479,0.05024172270459437,0.07317073170731707,0.7780166266823162,0.5,0.4087859729114969,0.04417714242037874,0.07228151264691961,0.19704676717346123,False,0.0947967472392941,0.15309213089301638
T00111,Housing,314457,"Crown Constructions Ltd,Tech Infrastructure LTD,Global Solutions PVT LTD,Elite Infrastructure Corp","326801,312442,317284,308989",Elite Infrastructure Corp,196254.9305291713,2025-02-15 15:29:58.932842,Central,elite infrastructure,"['crown constructions', 'tech infrastructure', 'global solutions', 'elite infrastructure']",-0.37589263228622255,-1.6864843505719085,0,31445.7,44887294.5,0.021176494312115164,0.007899695559884998,0.06461538461538462,0.847985600196124,0.5,0.613436553025885,0.19505527170143905,0.1970792133542121,0.3629137696444107,False,0.5738883165806923,0.5426527021774626
T00112,Transport,928400,"Crown Engineering Inc,Global Projects PVT LTD,Royal Infrastructure LTD,Global Services Inc,Elite Services Ltd","631138,1104353,982469,708797,1043737",Crown Engineering Inc,631138.7674846378,2025-10-26 15:29:58.932842,Northeast,crown engineering,"['crown engineering', 'global projects', 'royal infrastructure', 'global services', 'elite services']",-0.32018659254132076,-1.293368571414753,0,92840.0,35578570236.96001,0.21096418576330178,0.11622828737469357,0.07317073170731707,0.5188029035191078,0.5,1.0,0.32612149955865316,0.2527717767587488,0.5773354690352158,False,0.14533482559172195,0.461326924397249
T00113,Transport,1457834,"Crown Services Corp,Best Projects PVT LTD,Global Infrastructure Inc,Crown Engineering Ltd,Global Constructions Inc,Global Constructions LTD","1471607,1861878,1271586,1316504,886946,1752279",Global Constructions Inc,886946.5628441194,2025-02-07 15:29:58.932842,Northwest,global constructions,"['crown services', 'best projects', 'global infrastructure', 'crown engineering', 'global constructions', 'global constructions']",-0.3915997549486983,-1.7973290236460038,0,145783.4,104156007917.0,0.22619294876474932,0.12248535832916342,0.07317073170731707,1.0,0.5,0.9539478068365732,0.23434733540174565,0.3159293272141936,0.5425830219287887,False,0.14850278867470912,0.6702112803629744
T00114,Health,800631,"United Projects Corp,United Projects PVT LTD,Global Infrastructure Inc,Global Services Inc,Crown Services Corp,Global Projects Ltd,Crown Engineering Inc,Crown Solutions Corp","571941,563225,672413,938358,753951,681599,654699,648860",United Projects PVT LTD,563225.6610609953,2025-03-31 15:29:58.932842,Northwest,united projects,"['united projects', 'united projects', 'global infrastructure', 'global services', 'crown services', 'global projects', 'crown engineering', 'crown solutions']",-0.2965227913221006,-1.1263738667702683,0,80063.1,12368383934.6875,0.1622057300210486,0.07607808284767373,0.05903319224771664,0.9308354915638678,0.5,0.12145446949711382,0.006382868486192202,0.2045805894862706,0.10196093914058045,False,0.0,0.4013669803861051
T00115,Health,27497,"Royal Solutions Inc,Prime Constructions LTD,Global Projects PVT LTD,Elite Infrastructure PVT LTD,United Solutions PVT LTD,Best Projects PVT LTD","21597,26600,23311,43642,24077,34726",Royal Solutions Inc,21597.935717379627,2024-04-10 15:29:58.932842,Central,royal solutions,"['royal solutions', 'prime constructions', 'global projects', 'elite infrastructure', 'united solutions', 'best projects']",-0.21453483225880543,-0.5477874054768676,0,2749.7000000000003,60723321.80555555,0.26878008562625133,0.09168873492993267,0.05903319224771664,0.7671073621771405,0.5,0.3227147920849075,0.024019428700922975,0.1810215407939355,0.18274810207776992,False,0.31999975954572435,0.13405118700724344
T00116,Water Supply,5688892,"Elite Solutions PVT LTD,Crown Engineering Inc,Best Services Inc,Global Services Inc,Global Solutions Corp","5129502,5046680,6357218,5022568,5151673",Global Services Inc,7424668.814517793,2024-03-19 15:29:58.932842,South,global services,"['elite solutions', 'crown engineering', 'best services', 'global services', 'global solutions']",0.3051168513161778,3.1193782629927393,1,568889.2000000001,260259389300.96002,0.09550754409351059,0.09180684792790143,0.056640625,0.6807563921392009,0.5,1.0,1.0,0.3957714640071374,0.8489428660017844,False,0.0,0.9120634463332087
T00117,Transport,388555,"Elite Solutions PVT LTD,Best Projects Inc,Royal Solutions Inc,Royal Services Inc,Royal Infrastructure LTD","360594,307268,455600,479210,416196",Best Projects Inc,307268.10987345665,2025-02-13 15:29:58.932842,Northeast,best projects,"['elite solutions', 'best projects', 'royal solutions', 'royal services', 'royal infrastructure']",-0.20920304751333363,-0.5101611673864779,0,38855.5,3941750178.2400002,0.1554914909913446,0.04314928106832254,0.07317073170731707,1.0,0.5,0.26984428717137693,0.013800164554518669,0.12289816484060882,0.1434923136727845,False,0.5929081288953093,0.16724656816337513
T00118,Education,284228,"Crown Solutions Corp,Royal Infrastructure LTD,United Projects PVT LTD,Tech Projects LTD,Best Services Inc,Global Constructions Inc,Prime Solutions Ltd","455434,342867,240267,293746,264348,319429,316865",United Projects PVT LTD,240267.93999563155,2025-03-28 15:29:58.932842,Northeast,united projects,"['crown solutions', 'royal infrastructure', 'united projects', 'tech projects', 'best services', 'global constructions', 'prime solutions']",-0.15466477618098307,-0.12528629337133967,0,28422.800000000003,4144586134.77551,0.20181733148336,0.08970043420089194,0.04711111111111112,0.9308354915638678,0.5,0.37137382626004406,0.07899680066119145,0.11109328782489951,0.2039717326916595,False,0.1413474651528902,0.047393840774681714
T00119,Education,2540262,"Best Projects Inc,Prime Engineering PVT LTD,Prime Constructions LTD,Prime Solutions Ltd,United Constructions Inc,Global Projects PVT LTD,Elite Services Inc","2510597,2504912,2528253,2516799,2495916,2502920,2526231",United Constructions Inc,2495916.527815701,2026-02-02 15:29:58.932842,South,united constructions,"['best projects', 'prime engineering', 'prime constructions', 'prime solutions', 'united constructions', 'global projects', 'elite services']",-0.017457046629166213,0.8429843601547572,0,254026.2,126097536.24489795,0.004469855242395497,0.0010587724672598171,0.04711111111111112,0.8997384110705579,0.5,0.261093369560503,0.24980066151007108,0.09550780480930258,0.21574453055505172,False,0.5061047169390069,0.24081405301903064
T00120,Education,2700,"Global Infrastructure Inc,Best Projects Ltd","2268,3518",Global Infrastructure Inc,2268.7003275116044,2026-02-12 15:29:58.932842,North,global infrastructure,"['global infrastructure', 'best projects']",-0.1597406194401465,-0.1611063604025497,0,270.0,390625.0,0.21603871413757345,0.0,0.04711111111111112,0.8050239874851736,0.5,0.6012836094713523,0.08739959138412617,0.08991361142391889,0.2935817036289648,False,1.0,0.05968727722435818
T00121,Education,91549,"Crown Engineering Inc,Global Constructions Inc,United Solutions PVT LTD,United Projects Corp,Global Constructions LTD","96050,97318,110329,99604,99285",Crown Engineering Inc,96050.96111860724,2024-12-29 15:29:58.932842,East,crown engineering,"['crown engineering', 'global constructions', 'united solutions', 'united projects', 'global constructions']",0.04917542647770313,1.3132076376041735,1,9154.9,25762885.36,0.05049598731362267,0.040323015273525935,0.04711111111111112,0.5188029035191078,0.5,1.0,1.0,0.1761849605961799,0.794046240149045,False,0.0,0.46219130337884395
